scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,composite_score
Tata Retirement Savings Fund,150,5000,0.3745173745173745,166.0,10,Murthy Nagarajan,2.45,-1.98,0.1775338928340865,0.8762748255501879,0.5368663594470047,4,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,2.1,9.5,7.1,0.47432768978200424
Tata Banking & Financial Services Fund,150,5000,0.2277992277992278,1272.0,7,Sonam Udasi,2.2,1.61,0.27165913492575855,0.8768115942028986,0.5806451612903226,6,Tata Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.9,23.2,12.6,0.47442045790892307
AXIS Flexi Cap Fund,500,500,0.27027027027027023,10077.0,5,Shreyash Devalkar,1.77,-5.98,0.205551969012266,0.8789586688137413,0.599078341013825,6,Axis Mutual Fund,4,Equity,Flexi Cap Funds,-8.3,17.9,12.3,0.47447079588752983
Aditya Birla SL Equity Savings Fund,1000,1000,0.4671814671814672,451.0,8,Dhaval Shah,2.55,1.11,0.08469980632666237,0.8816425120772947,0.534562211981567,4,Aditya Birla Sun Life Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,0.8,11.7,6.9,0.4746674843869614
ICICI Pru MidCap Fund,100,5000,0.44787644787644787,3492.0,10,Lalit Kumar,3.32,0.33,0.22582311168495806,0.8808373590982287,0.4377880184331797,6,ICICI Prudential Mutual Fund,3,Equity,Mid Cap Mutual Funds,3.9,32.9,11.1,0.47592876723995114
Sundaram LT MC Tax Advantage Fund,0,500,0.47104247104247104,27.0,6,Rohit Seksaria,3.85,13.85,0.2579728857327308,0.8813741277509394,0.391705069124424,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,1.4,42.8,9.5,0.47604018548131555
Franklin India G-Sec Fund,500,10000,0.22007722007722005,121.0,10,Sachin Padwal Desai,0.04,-0.49,0.02685603615235636,0.8690284487385936,0.8018433179723503,3,Franklin Templeton Mutual Fund,2,Debt,Gilt Mutual Funds,3.5,4.1,6.3,0.4760919991968179
IDBI Equity Savings Fund,500,5000,0.44401544401544396,9.77,10,Alok Ranjan,2.48,0.39,0.08844415752098128,0.8832528180354268,0.5552995391705069,4,IDBI Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,2.5,11.8,7.2,0.47635532574234374
Invesco India – Invesco GEI Fund,500,1000,0.28185328185328185,12.0,9,Amit Nigam,1.58,0.67,0.22556488056810842,0.880300590445518,0.5783410138248848,6,Invesco Mutual Fund,0,Other,FoFs Overseas,9.5,24.4,9.5,0.4764169628419166
Sundaram LT Tax Advantage Fund,0,500,0.5019305019305019,18.0,5,Rohit Seksaria,4.32,13.41,0.24118786313750806,0.8800322061191627,0.3824884792626728,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,5.4,46.9,8.9,0.47653257626963685
Aditya Birla SL Small Cap Fund,1000,1000,0.4015444015444016,2901.0,10,Vishal Gajwani,3.11,-0.73,0.24648160103292446,0.8789586688137413,0.46313364055299544,6,Aditya Birla Sun Life Mutual Fund,1,Equity,Small Cap Mutual Funds,-2.3,31.6,5.4,0.4767383265729784
Aditya Birla SL Retirement-The 50s Plan-Dir Growth,500,1000,0.24324324324324326,27.0,4,Dhaval Shah,0.29,-2.04,0.03511943189154293,0.8641975308641976,0.7811059907834101,4,Aditya Birla Sun Life Mutual Fund,2,Solution Oriented,Retirement Funds,3.0,4.6,8.9,0.47676197219155914
HSBC Large & Mid Cap Fund,500,5000,0.41698841698841704,1992.0,4,Neelotpal Sahai,3.02,1.39,0.2011620400258231,0.879495437466452,0.4884792626728111,6,HSBC Mutual Fund,2,Equity,Large & Mid Cap Funds,-0.6,25.6,8.9,0.4769804805486938
Baroda BNP Paribas Multi Cap Fund,500,5000,0.42471042471042475,1628.0,10,Sanjay Chawla,3.05,2.11,0.20658489347966427,0.8792270531400966,0.47926267281105994,6,Baroda BNP Paribas Mutual Fund,2,Equity,Multi Cap Funds,-1.7,28.8,12.3,0.47744804201885954
Aditya Birla SL Bal Bhavishya Yojna – Dir Growth,500,1000,0.29343629343629346,637.0,4,Atul Penkar,2.18,-6.37,0.19005810200129114,0.8778851315083199,0.6036866359447005,6,Aditya Birla Sun Life Mutual Fund,2,Solution Oriented,Childrens Funds,-0.7,17.1,8.9,0.4775566159444703
Invesco India Tax Plan – Direct Growth,500,500,0.3552123552123552,1833.0,10,Amit Nigam,2.21,-2.63,0.20697224015493867,0.880300590445518,0.5368663594470047,6,Invesco Mutual Fund,3,Equity,ELSS Mutual Funds,-5.2,22.4,10.8,0.4776661747650285
Nippon India Retirement Fund,500,500,0.3976833976833977,2233.0,8,Pranay Sinha,3.35,-0.56,0.2064557779212395,0.8805689747718733,0.5023041474654378,6,Nippon India Mutual Fund,1,Solution Oriented,Retirement Funds,1.3,25.3,6.7,0.47783983309516537
Franklin India Taxshield – Direct Growth,500,500,0.43243243243243246,4584.0,10,R Janakiraman,3.21,2.88,0.21484828921885085,0.8805689747718733,0.467741935483871,6,Franklin Templeton Mutual Fund,3,Equity,ELSS Mutual Funds,4.9,29.3,11.4,0.4782565560123568
UTI-Value Opportunities Fund,500,5000,0.44787644787644787,6740.0,10,Vetri Subramaniam,3.21,2.73,0.19819238218205293,0.8792270531400966,0.4700460829493088,6,UTI Mutual Fund,4,Equity,Value Funds,1.7,27.2,12.2,0.47837644302743715
Sundaram LT MC Tax Advantage Fund,0,500,0.4864864864864865,62.0,6,Rohit Seksaria,3.89,13.76,0.2537120723047127,0.8805689747718733,0.39400921658986177,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,3.5,42.3,8.6,0.479366199629133
DSP India T.I.G.E.R. Fund,500,500,0.5173745173745175,1797.0,10,Rohit Singhania,3.58,10.78,0.22349903163331178,0.8722490606548577,0.40092165898617516,6,DSP Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,15.8,36.4,11.9,0.4799446970787814
Aditya Birla SL Midcap Fund,1000,1000,0.4633204633204633,3436.0,10,Anil Shah,3.11,-0.81,0.20981278244028403,0.8789586688137413,0.45622119815668205,6,Aditya Birla Sun Life Mutual Fund,1,Equity,Mid Cap Mutual Funds,-3.6,28.0,8.3,0.48094140464993973
ICICI Pru FMCG Fund,100,5000,0.555984555984556,1156.0,10,Priyanka Khandelwal,3.73,7.44,0.14577146546158812,0.867686527106817,0.44009216589861755,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,21.1,24.5,13.5,0.4810039605524847
Sundaram LT Tax Advantage Fund,0,500,0.4633204633204633,10.0,7,Rohit Seksaria,3.46,2.08,0.20335700451904454,0.880300590445518,0.46313364055299544,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,4.0,29.2,12.5,0.48166957721487913
Franklin India Bluechip Fund,500,5000,0.38996138996138996,6205.0,10,Anand Radhakrishnan,2.72,0.71,0.21381536475145252,0.8797638217928073,0.5161290322580645,6,Franklin Templeton Mutual Fund,2,Equity,Large Cap Mutual Funds,-1.0,25.1,9.7,0.48173566271419144
Nippon India Multi Cap Fund,100,100,0.43243243243243246,14091.0,10,Sailesh Raj Bhan,3.33,6.54,0.24467398321497738,0.8816425120772947,0.4539170506912443,6,Nippon India Mutual Fund,0,Equity,Multi Cap Funds,10.7,33.7,13.2,0.4817802215346847
Union Small Cap Fund,500,1000,0.5212355212355213,710.0,9,Hardick Bora,3.63,5.81,0.22220787604906392,0.8752012882447665,0.40322580645161293,6,Union Mutual Fund,3,Equity,Small Cap Mutual Funds,-0.1,37.1,12.8,0.4818688489055835
SBI Magnum Global Fund,500,5000,0.48262548262548266,5257.0,10,R Srinivasan,2.42,3.66,0.16797934151065202,0.8722490606548577,0.48387096774193555,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,1.6,24.1,11.5,0.4822623084875859
Motilal Oswal Ultra Short Term Fund,500,500,0.22393822393822393,101.0,10,Rakesh Shetty,-0.2,1.32,0.001549386701097482,0.8821792807300054,0.8317972350230415,1,Motilal Oswal Mutual Fund,1,Debt,Ultra Short Duration Funds,4.7,3.9,1.8,0.48234692931274387
UTI-Flexi Cap Fund,500,5000,0.3474903474903475,23944.0,10,Ajay Tyagi,2.36,-2.88,0.2220787604906391,0.881105743424584,0.5483870967741936,6,UTI Mutual Fund,4,Equity,Flexi Cap Funds,-9.0,22.5,12.2,0.48312955471242147
Baroda BNP Paribas ELSS Fund,500,500,0.43243243243243246,651.0,10,Sanjay Chawla,2.92,-0.94,0.1826985151710781,0.8773483628556092,0.5138248847926268,6,Baroda BNP Paribas Mutual Fund,3,Equity,ELSS Mutual Funds,-2.4,20.4,10.5,0.48339987490978753
UTI-Credit Risk Fund,500,500,0.3127413127413128,438.0,10,Ritesh Nambiar,0.68,0.94,0.131697869593286,0.7869028448738594,0.7165898617511521,4,UTI Mutual Fund,4,Debt,Credit Risk Funds,5.0,8.3,-0.9,0.4834673230837673
Nippon India Value Fund,100,500,0.4671814671814672,4641.0,10,Meenakshi Dawar,3.34,4.25,0.21562298256939957,0.881105743424584,0.45622119815668205,6,Nippon India Mutual Fund,3,Equity,Value Funds,0.0,30.3,12.2,0.4837886205696381
IDBI Small Cap Fund,500,5000,0.5945945945945946,143.0,6,Alok Ranjan,4.09,8.16,0.2074887023886378,0.8741277509393451,0.36175115207373276,6,IDBI Mutual Fund,3,Equity,Small Cap Mutual Funds,2.1,38.5,12.6,0.483871720055797
Franklin India Prima Fund,500,5000,0.4092664092664093,7359.0,10,R Janakiraman,3.06,-4.41,0.22466107165913493,0.8808373590982287,0.4976958525345622,6,Franklin Templeton Mutual Fund,2,Equity,Mid Cap Mutual Funds,4.5,26.6,10.0,0.4839580978114005
HDFC Top 100 Fund,100,100,0.4285714285714286,22139.0,10,Rahul Baijal,3.3,1.75,0.21704325371207228,0.881105743424584,0.4907834101382489,6,HDFC Mutual Fund,2,Equity,Large Cap Mutual Funds,6.6,28.6,11.9,0.48485984229726664
Aditya Birla SL Focused Equity Fund,1000,1000,0.4092664092664093,5633.0,10,Mahesh Patil,3.24,-1.14,0.20426081342801805,0.8805689747718733,0.5207373271889402,6,Aditya Birla Sun Life Mutual Fund,3,Equity,Focused Funds,-0.7,24.0,10.7,0.4857167987846635
AXIS Children’s Gift Fund,1000,5000,0.4092664092664093,685.0,7,Ashish Naik,2.34,-1.6,0.16397675919948354,0.8781535158346753,0.5576036866359447,6,Axis Mutual Fund,0,Solution Oriented,Childrens Funds,-6.5,17.8,10.1,0.4862226012741917
Taurus Ethical Fund,1000,5000,0.4555984555984556,84.0,10,Anuj Kapil,2.66,0.83,0.1749515816655907,0.8746645195920558,0.5138248847926268,6,Taurus Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.5,22.3,11.4,0.48671787867221084
Invesco India PSU Equity Fund,500,1000,0.37065637065637064,394.0,10,Dhimant Kothari,2.73,3.08,0.23473208521626854,0.8727858293075684,0.5368663594470047,6,Invesco Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,16.2,26.5,12.6,0.4869641876637749
ICICI Pru Technology Fund,100,5000,0.38223938223938225,8993.0,10,Vaibhav Dusad,2.41,9.3,0.2986442866365397,0.8797638217928073,0.4700460829493088,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-19.7,45.3,21.6,0.48718750646233455
ITI Arbitrage Fund,500,5000,0.08494208494208494,7.04,4,Vikrant Mehta,-1.02,-0.04,0.004906391220142027,0.8633923778851316,0.9746543778801844,1,ITI Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,3.9,3.3,8.9,0.48753690798163835
Tata Infrastructure Fund,150,5000,0.5482625482625483,950.0,10,Abhinav Sharma,3.52,9.44,0.21781794706262103,0.8719806763285024,0.4124423963133641,6,Tata Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,14.0,35.0,13.1,0.48964897799100204
Union Large & Midcap Fund,500,1000,0.4633204633204633,396.0,3,Sanjay Bembalkar,2.94,2.26,0.2108457069076824,0.8800322061191627,0.48387096774193555,6,Union Mutual Fund,3,Equity,Large & Mid Cap Funds,0.7,27.6,8.9,0.48970927410344967
HSBC ELSS Fund,500,500,0.44787644787644787,3007.0,10,Cheenu Gupta,2.8,-0.03,0.20348612007746933,0.879495437466452,0.5046082949308757,6,HSBC Mutual Fund,1,Equity,ELSS Mutual Funds,-1.2,24.1,8.0,0.4901222179610324
Bank of India Small Cap Fund,1000,5000,0.5868725868725869,414.0,4,Dhruv Bhatia,4.16,8.58,0.23460296965784377,0.8768115942028986,0.3663594470046084,6,Bank of India Mutual Fund,4,Equity,Small Cap Mutual Funds,-1.0,47.7,8.9,0.49063904207456993
HSBC Flexi Debt Fund,500,5000,0.36293436293436293,54.0,10,Ritesh Jain,0.44,0.67,0.028405422853453845,0.8843263553408481,0.7211981566820277,3,HSBC Mutual Fund,2,Debt,Dynamic Bond,1.7,32.4,13.3,0.4910596645197321
HSBC Medium to Long Duration Fund,500,5000,0.2625482625482626,41.0,10,Jalpan Shah,0.11,-0.16,0.03653970303421562,0.8964036500268384,0.7903225806451614,3,HSBC Mutual Fund,1,Debt,Medium to Long Duration Funds,2.7,4.5,6.5,0.4911494955945357
Aditya Birla SL Global Emerging Oppt Fund,100,100,0.27027027027027023,261.0,10,Vinod Narayan Bhat,0.98,0.67,0.21136216914138153,0.880300590445518,0.6497695852534563,6,Aditya Birla Sun Life Mutual Fund,0,Other,FoFs Overseas,-5.7,18.8,8.3,0.49139910351805344
Franklin India Focused Equity Fund,500,5000,0.44787644787644787,8022.0,10,Ajay Argal,3.17,3.6,0.23692704970949,0.8813741277509394,0.4815668202764978,6,Franklin Templeton Mutual Fund,4,Equity,Focused Funds,5.1,30.9,12.9,0.4919457460296217
ICICI Pru Bharat Consumption Fund,100,5000,0.5945945945945946,1866.0,4,Sankaran Naren,3.37,4.95,0.14796642995480955,0.8711755233494364,0.4423963133640553,6,ICICI Prudential Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,10.2,22.7,8.9,0.49259425481645497
Quantum Tax Saving Fund,500,500,0.4980694980694981,115.0,14,Christy Mathai,3.04,1.68,0.19625564880568108,0.878690284487386,0.47926267281105994,6,Quantum Mutual Fund,3,Equity,ELSS Mutual Funds,2.9,26.6,8.9,0.49309814545958996
DSP Healthcare Fund,500,500,0.4015444015444016,1197.0,4,Vinit Sambre,2.42,6.84,0.22672692059393154,0.8760064412238325,0.5368663594470047,6,DSP Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.6,26.9,8.9,0.49332902661345124
Nippon India Tax Saver (ELSS) Fund,500,500,0.4555984555984556,11210.0,10,Rupesh Patel,2.75,0.53,0.21923821820529374,0.8813741277509394,0.49539170506912444,6,Nippon India Mutual Fund,1,Equity,ELSS Mutual Funds,1.8,27.3,6.5,0.49360150552186255
Bank of India Tax Advantage Fund,500,500,0.5057915057915058,676.0,10,Alok Singh,2.88,3.48,0.20697224015493867,0.8789586688137413,0.4654377880184332,6,Bank of India Mutual Fund,4,Equity,ELSS Mutual Funds,0.9,29.0,13.2,0.4936140066548893
Aditya Birla SL Pure Value Fund,1000,1000,0.43243243243243246,3798.0,10,Kunal Sangoi,2.31,3.41,0.23963847643641056,0.8816425120772947,0.4976958525345622,6,Aditya Birla Sun Life Mutual Fund,1,Equity,Value Funds,3.0,29.8,4.3,0.49365498539303837
Franklin Build India Fund,500,5000,0.5019305019305019,1184.0,10,Ajay Argal,3.18,8.05,0.24260813428018074,0.8741277509393451,0.4423963133640553,6,Franklin Templeton Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,16.0,36.1,13.3,0.49367910324975633
Bank of India Manufacturing & Infrastr Fund,1000,5000,0.5984555984555985,87.0,10,Nitin Gosar,3.23,12.2,0.20697224015493867,0.8695652173913043,0.39631336405529954,6,Bank of India Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,7.6,35.4,11.5,0.49416401234748497
HSBC Flexi Cap Fund,500,5000,0.4749034749034749,3097.0,10,Vihang Naik,2.92,0.36,0.20632666236281472,0.880300590445518,0.4930875576036867,6,HSBC Mutual Fund,2,Equity,Flexi Cap Funds,-1.2,26.4,9.2,0.49429391968678205
Tata Gilt Securities Fund,150,5000,0.3474903474903475,256.0,10,Akhil Mittal,0.31,0.07,0.03511943189154293,0.8727858293075684,0.7488479262672811,2,Tata Mutual Fund,2,Debt,Gilt Mutual Funds,5.2,4.8,6.9,0.4948639885871706
Aditya Birla SL Retirement-The 40s Plan-Dir Growth,500,1000,0.41312741312741313,91.0,4,Dhaval Shah,2.34,-3.14,0.1496449322143318,0.8757380568974772,0.5967741935483871,6,Aditya Birla Sun Life Mutual Fund,2,Solution Oriented,Retirement Funds,-0.1,15.0,8.9,0.4948729557794478
UTI-Bond Fund,500,500,0.4980694980694981,285.0,10,Amandeep Chopra,3.55,5.68,0.07553260167850226,0.8743961352657005,0.5898617511520738,3,UTI Mutual Fund,5,Debt,Medium to Long Duration Funds,12.0,10.4,4.4,0.4952382773357623
Quantum Long Term Equity Value Fund,500,500,0.4980694980694981,837.0,17,George Thomas,3.0,2.04,0.19948353776630084,0.8792270531400966,0.48387096774193555,6,Quantum Mutual Fund,2,Equity,Value Funds,2.4,26.5,8.8,0.4953949599095497
Baroda BNP Paribas Equity Savings Fund,500,5000,0.5598455598455598,250.0,4,Pratish Krishnan,2.42,0.25,0.059909619109102655,0.8746645195920558,0.5529953917050692,4,Baroda BNP Paribas Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,3.7,9.8,8.9,0.49577031616859757
LIC MF Debt Hybrid Fund,1000,5000,0.5173745173745175,61.0,10,Karan Desai,2.11,-0.54,0.0499677211103938,0.8714439076757917,0.599078341013825,4,LIC Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,2.5,8.1,6.7,0.4958478434605337
Aditya Birla SL Retirement-The 50sPlus-Debt-DirGrowth,500,1000,0.3281853281853282,26.0,4,Dhaval Shah,0.22,0.09,0.024790187217559715,0.8843263553408481,0.7695852534562212,3,Aditya Birla Sun Life Mutual Fund,1,Solution Oriented,Retirement Funds,2.9,4.6,8.9,0.49598472595575793
Tata Large Cap Fund,150,5000,0.47876447876447875,1365.0,10,Amey Sathe,3.05,0.45,0.20309877340219495,0.880300590445518,0.5,6,Tata Mutual Fund,2,Equity,Large Cap Mutual Funds,1.8,25.7,11.3,0.49652593113077204
IDBI India Top 100 Equity Fund,500,5000,0.4864864864864865,599.0,10,Alok Ranjan,2.94,0.51,0.20077469335054873,0.8800322061191627,0.4976958525345622,6,IDBI Mutual Fund,4,Equity,Large Cap Mutual Funds,0.5,26.0,12.4,0.49713049194346004
UTI-MNC Fund,500,5000,0.47876447876447875,2366.0,10,Swati Kulkarni,2.91,-0.64,0.15571336346029696,0.8717122920021471,0.5483870967741936,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,3.3,18.1,7.9,0.4974780479888814
Motilal Oswal Focused Fund,500,500,0.3861003861003861,1643.0,10,Siddharth Bothra,2.1,-4.81,0.2077469335054874,0.880300590445518,0.5783410138248848,6,Motilal Oswal Mutual Fund,2,Equity,Focused Funds,2.6,20.4,10.6,0.4980242521380374
Union Equity Savings Fund,500,1000,0.5675675675675675,133.0,5,Sanjay Bembalkar,3.0,0.32,0.07204648160103293,0.879495437466452,0.5414746543778802,3,Union Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,2.0,10.8,8.9,0.49824499609880457
DSP Focus Fund,500,500,0.41698841698841704,1784.0,10,Vinit Sambre,2.4,-2.77,0.20877985797288573,0.8792270531400966,0.5552995391705069,6,DSP Mutual Fund,2,Equity,Focused Funds,-1.7,20.4,8.9,0.49887734111949705
Motilal Oswal Flexi Cap Fund,500,500,0.3745173745173745,8332.0,9,Siddharth Bothra,1.98,-6.29,0.19664299548095546,0.8781535158346753,0.6036866359447005,6,Motilal Oswal Mutual Fund,1,Equity,Flexi Cap Funds,-1.6,16.4,4.9,0.4995267864499277
SBI Banking & Financial Services Fund,500,5000,0.30115830115830117,3747.0,8,Milind Agrawal,1.98,0.4,0.2841833440929632,0.8778851315083199,0.5921658986175116,6,SBI Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,5.5,22.4,12.5,0.49956220719973354
UTI-Medium Term Fund,500,500,0.3861003861003861,54.0,8,Sunil Patil,0.47,0.85,0.03576500968366689,0.8765432098765432,0.7304147465437788,3,UTI Mutual Fund,2,Debt,Medium Duration Funds,3.7,5.4,4.6,0.49989941488445555
Aditya Birla SL Tax Relief ’96 – Direct Growth,500,500,0.3590733590733591,12755.0,10,Atul Penkar,1.94,-7.68,0.19418979987088444,0.8784219001610306,0.619815668202765,6,Aditya Birla Sun Life Mutual Fund,1,Equity,ELSS Mutual Funds,-3.0,16.1,5.8,0.4999448702290965
AXIS Focused 25 Fund,500,500,0.2857142857142857,15139.0,10,Jinesh Gopani,1.44,-10.67,0.23976759199483536,0.8829844337090714,0.6405529953917051,6,Axis Mutual Fund,2,Equity,Focused Funds,-14.7,14.8,8.9,0.5001332547866061
IDBI Equity Advantage Fund,500,500,0.4671814671814672,455.0,10,Alok Ranjan,2.4,-1.93,0.18489347966429953,0.8765432098765432,0.5460829493087558,6,IDBI Mutual Fund,2,Equity,ELSS Mutual Funds,-0.7,33.7,11.3,0.5021522634793771
LIC MF Infrastructure Fund,1000,5000,0.5675675675675675,90.0,10,Yogesh Patil,3.89,7.11,0.20464816010329245,0.8703703703703703,0.4516129032258065,6,LIC Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,6.7,29.8,11.2,0.502611876959531
Sundaram Focused Fund,100,300,0.4633204633204633,771.0,10,Ravi Gopalakrishnan,2.47,-1.91,0.21020012911555844,0.880300590445518,0.5299539170506913,6,Sundaram Mutual Fund,4,Equity,Focused Funds,-1.8,24.5,13.1,0.5034264413133164
Aditya Birla SL Retirement-The 30s Plan-Dir Growth,500,1000,0.4092664092664093,258.0,4,Dhaval Shah,2.41,-5.61,0.18941252420916718,0.8776167471819646,0.5944700460829494,6,Aditya Birla Sun Life Mutual Fund,2,Solution Oriented,Retirement Funds,0.0,17.9,8.9,0.5035340966301718
Nippon India Focused Equity Fund,100,5000,0.4633204633204633,5929.0,10,Vinay Sharma,3.5,2.01,0.2573273079406068,0.8851315083199142,0.4884792626728111,6,Nippon India Mutual Fund,3,Equity,Focused Funds,3.2,33.0,11.9,0.5037320232810937
Aditya Birla SL Equity Advantage Fund,1000,1000,0.4401544401544401,4836.0,10,Atul Penkar,2.21,-2.06,0.22388637830858615,0.8813741277509394,0.5437788018433181,6,Aditya Birla Sun Life Mutual Fund,1,Equity,Large & Mid Cap Funds,-9.9,22.3,7.9,0.5054186707189399
Tata India Pharma & Healthcare Fund,150,5000,0.38996138996138996,485.0,7,Meeta Shetty,2.41,2.68,0.23821820529373788,0.8781535158346753,0.5806451612903226,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.1,21.7,14.8,0.5068691503678138
SBI Long Term Advantage Fund,0,500,0.6795366795366795,57.0,7,R Srinivasan,3.71,10.16,0.1997417688831504,0.8773483628556092,0.3732718894009217,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.1,36.2,15.4,0.5072708514963559
Franklin India Equity Advantage Fund,500,5000,0.528957528957529,2556.0,10,R Janakiraman,3.41,2.99,0.22233699160748868,0.8808373590982287,0.4815668202764978,6,Franklin Templeton Mutual Fund,2,Equity,Large & Mid Cap Funds,-0.9,27.7,9.2,0.5084611480438495
UTI-Dividend Yield Fund,500,5000,0.5598455598455598,2786.0,10,Swati Kulkarni,2.93,1.9,0.1896707553260168,0.8770799785292539,0.48617511520737333,6,UTI Mutual Fund,0,Equity,Dividend Yield Funds,-1.5,26.8,11.3,0.508647609060957
AXIS Long Term Equity Fund,500,500,0.3281853281853282,28754.0,10,Jinesh Gopani,1.45,-9.98,0.23731439638476434,0.8824476650563607,0.6382488479262673,6,Axis Mutual Fund,2,Equity,ELSS Mutual Funds,-11.1,15.7,9.4,0.5093391185316755
SBI Healthcare Opportunities Fund,500,5000,0.4208494208494209,1574.0,10,Tanmaya Desai,2.12,4.45,0.2422207876049064,0.8784219001610306,0.5599078341013826,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,25.7,13.6,0.5094242823762027
IDBI Dividend Yield Fund,500,5000,0.5791505791505791,85.0,4,Alok Ranjan,2.79,1.29,0.18089089735313105,0.8768115942028986,0.4815668202764978,6,IDBI Mutual Fund,0,Equity,Dividend Yield Funds,0.1,25.2,8.9,0.5098427340494566
ICICI Pru Exports and Services Fund,1000,5000,0.6795366795366795,1040.0,10,Sankaran Naren,4.35,6.7,0.17805035506778566,0.8760064412238325,0.40092165898617516,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5.7,30.7,11.4,0.5098745445917353
Bank of India Short Term Income – Direct Growth,1000,5000,0.3783783783783784,72.0,10,Mithraem Bharucha,0.76,3.58,0.14422207876049062,0.8285024154589372,0.7119815668202766,2,Bank of India Mutual Fund,5,Debt,Short Duration Funds,28.3,8.8,4.0,0.5099450674225877
SBI Long Term Advantage Fund,0,500,0.6795366795366795,36.0,8,R Srinivasan,3.69,10.17,0.20284054228534537,0.8776167471819646,0.38018433179723504,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.0,36.4,14.0,0.5101729544310697
HSBC Tax Saver Equity Fund,500,5000,0.5019305019305019,175.0,10,Gautam Bhupal,3.05,-1.65,0.20981278244028403,0.8808373590982287,0.5207373271889402,6,HSBC Mutual Fund,2,Equity,ELSS Mutual Funds,-2.2,24.7,8.9,0.5103244910690243
JM Equity Hybrid Fund,500,5000,0.528957528957529,11.0,10,Asit Bhandarkar,3.79,5.95,0.22169141381536475,0.8819108964036501,0.4884792626728111,6,JM Financial Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,8.0,29.5,11.2,0.5105881937757968
DSP Top 100 Equity Fund,500,500,0.49034749034749037,2605.0,10,Abhishek Singh,2.98,-1.79,0.20154938670109748,0.879495437466452,0.5391705069124424,6,DSP Mutual Fund,1,Equity,Large Cap Mutual Funds,3.6,21.8,8.9,0.5106244588291701
SBI Long Term Advantage Fund,0,500,0.6795366795366795,30.0,8,R Srinivasan,3.76,9.72,0.1997417688831504,0.8773483628556092,0.3847926267281106,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,0.5,35.5,14.5,0.5107270726945126
SBI Magnum Equity ESG Fund,500,1000,0.5212355212355213,4456.0,10,Rohit Shimpi,2.88,-0.26,0.20167850225952227,0.8797638217928073,0.5138248847926268,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-2.7,24.2,12.2,0.5108287356701103
HSBC Business Cycles Fund,500,5000,0.5482625482625483,535.0,9,Venugopal Manghat,3.13,2.69,0.22130406714009038,0.881105743424584,0.4746543778801844,6,HSBC Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,7.0,28.0,8.7,0.5110091158996317
Franklin India Technology Fund,500,5000,0.47104247104247104,712.0,10,Anand Radhakrishnan,1.91,3.66,0.24467398321497738,0.8746645195920558,0.5253456221198157,6,Franklin Templeton Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-11.9,29.9,15.9,0.5114657041187181
SBI Tax Advantage Fund,0,500,0.6795366795366795,28.0,9,R Srinivasan,4.1,9.96,0.2040025823111685,0.8776167471819646,0.3847926267281106,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.9,41.1,21.8,0.511845952916788
